PID,Type,SMILES,density_MD,density_MD_std,n_repeat_vdw,vdw,FFV,CH4,CH4_log10
Perm122,Polyarylates,*OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C=C1,1.0639560391,0.0085911233475159,10,0.5308636870868345,0.2657396864405906,0.71,-0.14874165128092473
Perm123,Polysulfones,*OC1=CC=C(C=C1)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,1.1110695521000002,0.0076131497482004,10,0.5321835736428425,0.2313191457569702,0.531,-0.2749054789185309
Perm124,Polysulfones,*OC1=CC=C(C=C1)C1(C2CC3CC(C2)CC1C3)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,1.0943862111,0.0067592097284386,10,0.5344977172922578,0.239568988830205,0.327,-0.4854522473397139
Perm125,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(C=C1)C1(NC(=O)C2C=CC=CC12)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,1.1462884576,0.0076086768204609,10,0.5343048898022175,0.2037922135746215,0.069,-1.1611509092627446
Perm126,Uncategorised,*OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C=C1,1.1758585765000005,0.0086735732966759,10,0.5107886518973578,0.2192002177539042,0.334,-0.4762535331884355
Perm127,Polysulfones,*OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,1.1684222175,0.0077854766791677,10,0.5051884895121581,0.2326445082773472,0.143,-0.8446639625349383
Perm128,Polyarylates,*OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(OC(=C)C2=CC=C(C=C2)C2=CC=C(C=C2)C(*)=O)C=C1,1.1400349477,0.0074014335525158,10,0.5301916410461884,0.2142319002976107,0.365,-0.4377071355435253
Perm129,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(C=C1)C1(OC(=O)C2C=CC=CC12)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,1.135146548,0.007343530754483,10,0.5290701220369528,0.2192562405157585,0.0822,-1.0851281824599497
Perm130,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(C=C1)C1(OC(=O)C2C=CC=CC12)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,1.1392932008,0.0072479769648076,10,0.5292325091709092,0.2161637008570371,0.0564,-1.2487208960166578
Perm131,Polysulfones,*OC1=CC=C(C=C1)C12CC3CC(C1)CC(C3)(C2)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,1.1418454259,0.0071158421857086,10,0.533403656612335,0.2082161169005322,0.396,-0.40230481407448765
Perm132,Polysulfones,*OC1=CC=C(C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,1.1908224475,0.0081497068316815,10,0.5113123965349281,0.2084530366775422,0.25,-0.6020599913279624
Perm133,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(C=C1)C1=NN(C(=O)C2C=CC=CC12)C1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1,1.1400920141000002,0.007616553825791,10,0.527954907726525,0.2175076736649123,0.042,-1.3767507096020994
Perm135,Polysulfones,*OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OC2=CC3=CC(*)=CC=C3C=C2)C=C1,1.2329637754,0.0076157474459343,10,0.5018617413175694,0.1955894485051528,0.05,-1.3010299956639813
Perm136,Polysulfones,*OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OC2=CC3=CC=C(*)C=C3C=C2)C=C1,1.2108570799,0.0072601158913988,10,0.5014310403721554,0.2106902770888788,0.0366,-1.4365189146055892
Perm137,Polysulfones,*OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OC2=CC=C(C=C2)C2(C3=C(C=CC=C3)C3=C2C=CC=C3)C2=CC=C(*)C=C2)C=C1,1.138789304,0.0081455899777775,10,0.52283767035716,0.2259774692496848,0.531,-0.2749054789185309
Perm138,Polysulfones,*OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OC2=CC=C(C=C2)C2=CC=C(*)C=C2)C=C1,1.1878829394,0.0077574991861701,10,0.5112679180713111,0.2104756314586924,0.255,-0.5934598195660448
Perm140,Polysulfones,*OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OC2=CC=CC3=C(*)C=CC=C23)C=C1,1.1951643291999998,0.007682652720142,10,0.5017820295008062,0.2203744224991707,0.0364,-1.438898616350944
Perm143,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,1.1769223348,0.0070362466999353,10,0.52943745478293,0.1899612049621959,0.0311,-1.5072396109731625
Perm144,Polysulfones,*OC1=CC=C(OC2=CC=C(OC3=CC=C(C=C3)S(=O)(=O)C3=CC=C(*)C=C3)C=C2)C=C1,1.2241242644,0.0069766951784383,10,0.504191982549176,0.1976482683192959,0.18,-0.744727494896694
Perm145,Polyesters,*OCCCCCC(*)=O,1.00085262148,0.0091501543680355,10,0.5988415351511721,0.2208422436006943,1.57,0.19589965240923377
Perm146,Uncategorised,*SC1=CC=C(*)C=C1,1.235166809,0.0073980648014251,10,0.5091153708424566,0.1825048695787724,0.066,-1.1804560644581312
Perm148,Polyimides and Polypyrrolones,BrC1=CC(*)=CC=C1CC1=C(Br)C=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,1.4092629043,0.0072137254556672,10,0.4164188917615803,0.2371031941478943,0.0054,-2.2676062401770314
Perm149,Uncategorised,BrC1=CC(=CC(Br)=C1O*)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC(Br)=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C(Br)=C1,1.409526249,0.0100186736307616,10,0.387800710033672,0.2894001357747121,0.567,-0.24641694110709345
Perm150,Uncategorised,BrC1=CC(=CC(Br)=C1O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC(Br)=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C(Br)=C1,1.5597772854999998,0.0097406271828776,10,0.3621245630378863,0.2657162316674597,0.206,-0.6861327796308466
Perm153,Vinyl and Vinylidene Polymers,BrC1=CC=C(C=C1)C(*)C*,1.3967083272999998,0.0104259629368603,10,0.4160174927151402,0.2446283747089855,0.48,-0.3187587626244128
Perm157,Vinyl and Vinylidene Polymers,CC(*)(C*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.5164963537999998,0.011611479306766,10,0.369260445828194,0.2720232443886758,14.0,1.146128035678238
Perm158,Vinyl and Vinylidene Polymers,CC(*)(C*)C1=CC=CC=C1,0.91762302911,0.0075917595071095,10,0.6272689275507662,0.25172466262457,0.14,-0.8538719643217619
Perm159,Polymers with High Free Volume,CC(*)=C(*)C1=CC=CC=C1,0.7767120070000001,0.0104054460604849,10,0.6072797391765796,0.3868140954658389,5.2,0.7160033436347992
Perm164,Vinyl and Vinylidene Polymers,CC(=O)OC1=CC=C(C=C1)C(*)C*,1.0385958467999998,0.008748488987625,10,0.5645515650609436,0.2377568159902433,0.99,-0.004364805402450088
Perm165,Polyimides_NEW,CC(=O)OC1=CC=C2C=C(C=CC2=C1C1=C(OC(C)=O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(C=C2)C(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C1=O,1.1485531958,0.0082961764224765,10,0.4969873618660975,0.2579386504334274,0.08,-1.0969100130080565
Perm166,Polyimides_NEW,CC(=O)OC1=CC=C2C=C(C=CC2=C1C1=C(OC(C)=O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(C=C2)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C1=O,1.1308646625,0.0096996787648264,10,0.4668040035395299,0.3137402025087068,0.12,-0.9208187539523752
Perm167,Polyimides_NEW,CC(=O)OC1=CC=C2C=C(C=CC2=C1C1=C(OC(C)=O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(OC3=CC4=C(C=C3)C(=O)N(*)C4=O)C=C2)C1=O,1.1423952909,0.0075619748308235,10,0.4958865527510382,0.2635519985115534,0.05,-1.3010299956639813
Perm169,Cellulosic Polymers,CC(=O)OC1OC(O*)C(OC(C)=O)C(O)C1*,1.0757398222,0.0093928445820832,10,0.4936715846280718,0.3096191625251074,0.15,-0.8239087409443188
Perm173,High Temperature Polymers,CC(C)(C)C1=CC(*)=CC(=C1)C1=NC2=C(N1)C=CC(=C2)C1=CC2=C(NC(*)=N2)C=C1,0.99683820007,0.0078131676647893,10,0.5488989471712824,0.2886875299258989,0.05,-1.3010299956639813
Perm175,Polyamides and poly(amide-imides),CC(C)(C)C1=CC(=CC(=C1)C(=O)NC1=CC=C(C=C1)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC=C(*)C=C1)C(=O)N*,0.99795513698,0.0085779390012035,10,0.5682583876080762,0.2627747098409128,1.545,0.18892848376085342
Perm176,Polyarylates,CC(C)(C)C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C(C)(C)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,1.4446658724,0.0094842677212733,10,0.387759321455502,0.2717625440647316,0.853,-0.06905096883247698
Perm177,Polyarylates,CC(C)(C)C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C(C1=CC(Br)=C(O*)C(Br)=C1)(C(F)(F)F)C(F)(F)F)C(*)=O,1.4472773782999997,0.0108526137718136,10,0.358983276989629,0.3245871112323792,3.36,0.526339277389844
Perm178,Polyarylates,CC(C)(C)C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,1.2889871696,0.0107231441808174,10,0.409460396921228,0.3138740424819779,2.77,0.4424797690644486
Perm179,Uncategorised,CC(C)(C)C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(OC(=O)C2=C1C=CC=C2)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,1.409337969,0.00952275070614,10,0.3865984637684674,0.2916977381302363,1.09,0.037426497940623665
Perm180,Polyarylates,CC(C)(C)C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(OC(=O)C2C=CC=CC12)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,1.3722464939,0.0138191006093466,10,0.3906361554869307,0.3031361768152293,1.09,0.037426497940623665
Perm182,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)(C)C1=CC(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)=CC=C1O*,1.0540636602,0.007275505879482,10,0.559357222325123,0.2335224425396783,0.221,-0.6556077263148893
Perm185,Polyimides_NEW,CC(C)(C)C1=CC2=C(C=C1)C1=C(C=C(C=C1)C(C)(C)C)C2(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C1=O,0.97637661574,0.0073654175322156,10,0.5065113174938004,0.3570904521888128,14.6,1.1643528557844371
Perm187,Substituted Polyacetylenes,CC(C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C(O)C=C1,0.77806062664,0.011267171132865,10,0.5957391570412133,0.3974224636060867,46.0,1.662757831681574
Perm189,Substituted Polyacetylenes,CC(C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=CC(O)=C1,0.7813534859800001,0.0105944403448437,10,0.595669951435307,0.3949425690382311,490.0,2.690196080028514
Perm192,Vinyl and Vinylidene Polymers,CC(C)(C)C1=CC=C(C=C1)C(*)C*,0.8171028429099999,0.0090022608072211,10,0.651368844231771,0.3080940652737847,16.7,1.2227164711475833
Perm194,Substituted Polyacetylenes,CC(C)(C)C1=CC=C(C=C1)C1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,0.8188735849800001,0.0093727160271275,10,0.602132221163723,0.3590087782507993,190.0,2.278753600952829
Perm197,Polyimides and Polypyrrolones,CC(C)(C)C1=CC=C(OC2=CC3=C(C=C2C2=C(OC4=CC=C(C=C4)C(C)(C)C)C=C4C(=O)N(C(=O)C4=C2)C2=CC=C(OC4=CC=C(*)C=C4)C=C2)C(=O)N(*)C3=O)C=C1,1.0710084064999998,0.0075331928946998,10,0.53553157865194,0.2543735305128233,3.16,0.49968708261840383
Perm201,Vinyl and Vinylidene Polymers,CC(C)(C)OC(=O)C(C)(*)C*,0.82540611453,0.0097989938657096,10,0.6200458467150395,0.3346734768822179,0.719,-0.14327110961711742
Perm208,Polycarbonates,CC(C)(C1=CC(Br)=C(*)C(Br)=C1)C1=CC(Br)=C(OC(=O)O*)C(Br)=C1,1.7447477047,0.0130659305604246,10,0.3297237284867724,0.2521298659988512,0.123,-0.9100948885606021
Perm209,Polyarylates,CC(C)(C1=CC(Br)=C(O*)C(Br)=C1)C1=CC(Br)=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C(Br)=C1,1.5713714528,0.0106639129141423,10,0.3600115772643766,0.2645745102520341,0.142,-0.8477116556169435
Perm210,Polycarbonates,CC(C)(C1=CC(Cl)=C(*)C(Cl)=C1)C1=CC(Cl)=C(OC(=O)O*)C(Cl)=C1,1.2583970276,0.0083197280824871,10,0.4507556230311323,0.2626016029447281,0.223,-0.6516951369518393
Perm212,High Temperature Polymers,CC(C)(C1=CC2N=C(*)OC2C=C1)C1=CC=C2OC(=NC2=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1,1.0743312649,0.0069549052191964,10,0.5362018258349778,0.2511240984717244,0.086,-1.0655015487564323
Perm213,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(*)C=C1)C1=CC(=CC=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C(F)(F)F)C(F)(F)F,1.1644850845,0.0082593678626308,10,0.4728217391973394,0.2842279782005539,0.217,-0.6635402661514705
Perm214,Polysulfones,CC(C)(C1=CC=C(*)C=C1)C1=CC(CN)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,1.1243417356,0.0079064665030882,10,0.5357124423748693,0.2169789855850418,0.11,-0.958607314841775
Perm215,Polysulfones,CC(C)(C1=CC=C(*)C=C1)C1=CC(CN2C(=O)C3=C(C=CC=C3)C2=O)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,1.1841319284,0.0078776735431881,10,0.5202953493563733,0.1990721640178117,0.08,-1.0969100130080565
Perm216,Polysulfones,CC(C)(C1=CC=C(*)C=C1)C1=CC(N)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,1.1703395899,0.0070472302619037,10,0.5287545539319817,0.1955308958515332,0.12,-0.9208187539523752
Perm217,High Temperature Polymers,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(C=C1)C1=NC2=C(N1)C=CC(=C2)C1=CC2=C(NC(*)=N2)C=C1,1.046399234,0.0066877365236583,10,0.5467958637425853,0.2561831951330076,0.07,-1.154901959985743
Perm218,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C1=O,1.181158641,0.0083798218461917,10,0.4727714725099903,0.2740564570344903,0.697,-0.1567672219019906
Perm219,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O,1.156906966,0.0081650674218568,10,0.4729753845435759,0.2886549277375108,0.7,-0.1549019599857432
Perm220,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(OC3=CC=C(OC4=CC=C5C(=O)N(*)C(=O)C5=C4)C=C3)C=C2)C1=O,1.1561834556,0.0073702326876849,10,0.5159957143112466,0.2244385795386823,0.0692,-1.1598939055432422
Perm222,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2)C(=O)C2=CC=C(O*)C=C2)C=C1,1.1069540328999998,0.0068571397512691,10,0.553362249929006,0.2036894535224099,0.14,-0.8538719643217619
Perm223,Polysulfones,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(C=C2)C2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,1.182170504,0.0071531616462989,10,0.519473999638814,0.2016611080417136,0.5,-0.3010299956639812
Perm224,Polysulfones,CC(C)(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,1.1462518466,0.007648819223636,10,0.5311759908882971,0.208480101447116,0.2575,-0.5892227666227902
Perm225,Uncategorised,CC(C)(C1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(OC2=CC=C(C=C2)C(C2=CC=C(O*)C=C2)(C(F)(F)F)C(F)(F)F)C=C1,1.1627014925,0.0083431343490969,10,0.5061079794619153,0.2350117459875131,0.345,-0.4621809049267259
Perm226,Polysulfones,CC(C)(C1=CC=C(O*)C=C1)C1=CC(=CC=C1)C(C)(C)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,1.111742546,0.0070944818377447,10,0.550822735532478,0.2039150084857697,0.111,-0.9546770212133425
Perm227,Polysulfones,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(C=C1)C(C)(C)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,1.0942543519,0.0079222820366169,10,0.5501938223907736,0.2173324200985203,0.34,-0.46852108295774486
Perm228,Polycarbonates,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(*)=O)C=C1,1.1034996661999998,0.0072595901293491,10,0.5506457656063612,0.210071355896618,0.331,-0.48017200622428124
Perm229,Polyarylates,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=C(C=C2)C(*)=O)C=C1,1.1015192406999998,0.0077387530576612,10,0.5442035791399402,0.2207140727354158,0.678,-0.16877030613293661
Perm230,Polyarylates,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=C(C=C2)C(=O)OC2=CC(C3=CC(*)=CC4=C3C=CC=C4)=C3C=CC=CC3=C2)C=C1,1.0997361366,0.0073051311917191,10,0.5417375949480022,0.2255010673651808,0.471,-0.3269790928711038
Perm231,Polyarylates,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C=C1,1.1199427872,0.0072901773406189,10,0.5436931914326588,0.2084231513468183,0.269,-0.5702477199975919
Perm232,Polyarylates,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(=O)OC2=CC(C3=CC(*)=CC4=C3C=CC=C4)=C3C=CC=CC3=C2)C=C1,1.091438158,0.0072591015264912,10,0.541167198281485,0.2321543109189257,0.148,-0.8297382846050426
Perm234,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=C(C=C2)N2C(=O)C3=C(C=C(*)C=C3)C2=O)C=C1,1.1503526066,0.0068737966117929,10,0.5158413586586061,0.2285807130174829,0.04,-1.3979400086720375
Perm235,Uncategorised,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=CC(=C2)N2C(=O)C3=C(C=C(*)C=C3)C2=O)C=C1,1.1446848312,0.0071176109326187,10,0.5161896743747619,0.2318631626374854,0.0356,-1.448550002027125
Perm236,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,1.0964141053,0.0071914033034321,10,0.5562269608054993,0.2071883887521104,0.18,-0.744727494896694
Perm237,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,1.1133915669,0.0069377917392114,10,0.5511811388320172,0.202215438647122,0.084,-1.0757207139381184
Perm238,Uncategorised,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C(C)(C)C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,1.0646093057,0.0069672447233172,10,0.5641833341433801,0.2191747240551366,0.22,-0.6575773191777937
Perm239,Polysulfones,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=C3C=CC=CC3=C(*)C=C2)C=C1,1.1326362285,0.0088014115419282,10,0.5307392322274939,0.2185251730007253,0.08,-1.0969100130080565
Perm240,Polysulfones,CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,1.1493792687,0.0074688446735735,10,0.5311433550176778,0.2063692907453921,0.25,-0.6020599913279624
Perm241,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OCCC(O)*)C=C1,1.0609753534000002,0.0071717170747268,10,0.574610503915514,0.2074581428031507,0.02,-1.6989700043360187
Perm242,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=C(C=C2)C2=CC(=C(OC3=CC4=C(C=C3)C(C)(C)CC43CC(C)(C)C4=C3C=C(OC3=CC=C(C=C3C(F)(F)F)C3=CC=C(*)C=C3)C=C4)C=C2)C(F)(F)F)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1,1.1214847458,0.0076131425436906,10,0.5136876373439633,0.2510792957965135,0.35,-0.4559319556497244
Perm245,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(OC2=CC3C(C=C2)C(=O)N(*)C3=O)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(C=C2)C2=CC=C(OC3=CC=C(C=C3)C3(C4=C(C=CC=C4)C4=C3C=CC=C4)C3=CC=C(OC4=CC=C(C=C4C(F)(F)F)C4=CC=C(*)C=C4)C=C3)C(=C2)C(F)(F)F)C=C1,1.1329310301,0.0077532921268044,10,0.50912124322138,0.2501609691128321,1.01,0.004321373782642578
Perm247,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1,1.1412029917,0.0074076632720307,10,0.5216383749390585,0.2261161437142261,0.0846,-1.0726296369609765
Perm249,Polysulfones,CC(C)(C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1)C1=CC=CC(O*)=C1,1.1560508850000002,0.0079018985409853,10,0.5311150705964744,0.2018051383801405,0.052,-1.2839966563652008
Perm250,Polysulfones,CC(C)(C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1)C1=CC(*)=CC=C1,1.1432015191,0.0074484717652511,10,0.5311487943294477,0.2106268588907743,0.0432,-1.3645162531850878
Perm252,Polyimides and Polypyrrolones,CC(C)(C1=CC=C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(C=C2)C2=CC(=C(OC3=CC=C(C=C3)C3(N(C(=O)C4=C3C=CC=C4)C3=CC=CC=C3)C3=CC=C(OC4=CC=C(C=C4C(F)(F)F)C4=CC=C(*)C=C4)C=C3)C=C2)C(F)(F)F)C=C1,1.163772642,0.0086706940014985,10,0.506736723168942,0.2333557643430349,0.84,-0.07572071393811836
Perm258,Polymers with High Free Volume,CC(C)C12C3=CC4=C(C=C3C(C(C)C)(C3=C1C=CC=C3)C1=C2C=C2C(=O)N(C(=O)C2=C1)C1=C2C=CC=CC2=C(C=C1C)C1=CC(C)=C(*)C2=C1C=CC=C2)C(=O)N(*)C4=O,0.68188367212,0.0055340568229808,10,0.5313181736932308,0.5290136564553581,190.5,2.279894980011638
Perm259,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)C1=C(O*)C=CC(=C1)C(C1C=CC=CC1C(O)=O)C1=CC(C(C)C)=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,1.01405140663,0.0087863909674712,10,0.5657706260983395,0.2541633510075559,1.35,0.13033376849500614
Perm260,Polysulfones,CC(C)C1=CC(=C(C)C=C1O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC(C(C)C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1C,0.99730941624,0.0113423329326394,10,0.5377449645353973,0.3028124483331644,0.928,-0.032452023781137915
Perm261,Poly(aryl ethers) and Poly(aryl ether ketones),CC(C)C1=CC(=C(C)C=C1O*)C1(OC(=O)C2C=CC=CC12)C1=C(C)C=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C(=C1)C(C)C,0.98488316308,0.0080725154768097,10,0.5531768691256793,0.2917410400106526,1.09,0.037426497940623665
Perm262,Polysulfones,CC(C)C1=CC(C(C2=CC(C(C)C)=C(OC3=CC=C(C=C3)S(=O)(=O)C3=CC=C(*)C=C3)C=C2C)C2=C(C=CC=C2)C(O)=O)=C(C)C=C1O*,1.02504233226,0.0079373267373547,10,0.5498902804663414,0.2672409397507788,1.13,0.05307844348341968
Perm278,Polyesters,CC(C*)C(=O)OC(C)C(*)=O,1.0599603892,0.0075760183341213,10,0.5645070972847561,0.2221382886926538,1.0,0.0
Perm279,Various Polymers,CC(C*)C(=O)OCCOC(=O)C(C)C*,1.02834669028,0.0080779217961411,10,0.5784367331275768,0.2267164499374448,4.8,0.6812412373755872
Perm280,Thermally Rearranged Polymers,CC(C*)O*,0.9598891319,0.0088443996365539,10,0.6259876893908378,0.2188575863257043,34.0,1.5314789170422551
